subject,evidence1,evidence2,evidence3,evidence4,evidence5,evidence6,evidence7,evidence8,evidence9,evidence10,evidence11,evidence12,meanEvidence,groundTruthBinaryHappy,responseHappy,responseSad,changeMind,finalResponseSad,finalResponseHappy
31,42,40,22,42,2,39,11,27,9,9,13,14,22.5,0,1,0,NaN,0,1
31,4,14,5,37,4,34,5,50,46,29,19,2,20.75,0,0,1,NaN,1,0
31,36,28,7,42,26,41,33,16,45,22,9,17,26.8333333333333,1,1,0,NaN,0,1
31,47,50,22,35,26,14,14,9,22,37,19,4,24.9166666666667,0,0,1,NaN,1,0
31,19,37,11,17,38,15,8,29,1,17,4,46,20.1666666666667,0,0,1,NaN,1,0
31,49,27,33,17,5,41,7,8,30,32,43,3,24.5833333333333,0,1,0,NaN,0,1
31,8,38,45,11,49,48,19,40,14,16,23,13,27,1,1,0,NaN,0,1
31,32,11,28,11,8,24,46,26,41,46,47,4,27,1,1,0,NaN,0,1
31,10,41,38,40,29,39,1,18,42,27,10,24,26.5833333333333,1,1,0,NaN,0,1
31,31,45,26,17,37,29,45,50,8,49,32,19,32.3333333333333,1,1,0,NaN,0,1
31,36,19,26,25,24,11,9,31,19,50,42,21,26.0833333333333,1,0,1,NaN,1,0
31,45,1,42,31,33,7,47,34,25,39,30,46,31.6666666666667,1,0,1,NaN,1,0
31,4,1,29,16,25,37,37,42,29,14,32,47,26.0833333333333,1,1,0,NaN,0,1
31,50,24,43,16,3,12,27,19,7,11,49,27,24,0,0,1,NaN,1,0
31,33,18,4,7,9,17,14,3,41,10,5,40,16.75,0,0,1,NaN,1,0
31,4,11,49,39,9,33,22,8,6,37,6,5,19.0833333333333,0,0,1,NaN,1,0
31,36,38,44,7,34,24,29,47,38,7,25,39,30.6666666666667,1,0,1,NaN,1,0
31,9,20,43,14,20,31,7,15,23,50,13,45,24.1666666666667,0,0,1,NaN,1,0
31,41,20,26,48,24,35,49,29,3,3,42,42,30.1666666666667,1,1,0,NaN,0,1
31,13,31,20,6,14,25,26,46,50,41,2,45,26.5833333333333,1,1,0,NaN,0,1
31,26,18,30,24,10,42,1,1,18,48,49,37,25.3333333333333,0,1,0,NaN,0,1
31,48,35,1,21,29,18,20,25,22,3,8,2,19.3333333333333,0,1,0,NaN,0,1
31,3,4,35,9,23,13,44,31,8,31,26,1,19,0,1,0,NaN,0,1
31,15,32,25,26,27,40,42,20,32,1,9,30,24.9166666666667,0,1,0,NaN,0,1
31,49,30,27,17,9,15,34,37,4,2,33,43,25,0,0,1,NaN,1,0
31,49,2,40,40,22,30,29,50,46,9,38,4,29.9166666666667,1,1,0,NaN,0,1
31,36,4,6,8,30,48,23,13,14,11,5,33,19.25,0,1,0,NaN,0,1
31,11,23,30,2,1,27,40,6,46,37,45,6,22.8333333333333,0,1,0,NaN,0,1
31,37,2,13,37,46,10,27,23,8,13,16,18,20.8333333333333,0,0,1,NaN,1,0
31,44,1,33,14,40,6,43,27,30,50,33,15,28,1,0,1,NaN,1,0
31,10,31,25,3,27,16,2,22,48,48,9,9,20.8333333333333,0,0,1,NaN,1,0
31,31,25,33,46,27,2,22,17,5,48,28,17,25.0833333333333,0,0,1,NaN,1,0
31,23,24,2,21,6,1,14,37,40,10,36,20,19.5,0,0,1,NaN,1,0
31,47,37,46,14,47,17,46,1,5,22,32,49,30.25,1,0,1,NaN,1,0
31,33,36,12,24,35,42,6,17,48,18,15,39,27.0833333333333,1,1,0,NaN,0,1
31,6,50,9,20,18,44,4,17,26,12,21,5,19.3333333333333,0,1,0,NaN,0,1
31,23,30,37,14,6,2,41,37,41,19,49,8,25.5833333333333,1,1,0,NaN,0,1
31,14,1,23,16,6,4,46,31,17,43,9,44,21.1666666666667,0,0,1,NaN,1,0
31,1,27,8,35,48,39,24,32,44,40,2,24,27,1,0,1,NaN,1,0
31,36,33,27,23,1,16,27,43,16,5,35,49,25.9166666666667,1,0,1,NaN,1,0
31,20,12,5,34,42,6,10,2,17,28,45,49,22.5,0,0,1,NaN,1,0
31,5,1,37,25,27,38,43,36,19,12,8,9,21.6666666666667,0,1,0,NaN,0,1
31,22,28,24,50,50,41,8,25,43,9,44,1,28.75,1,1,0,NaN,0,1
31,20,14,22,13,47,19,22,3,29,23,38,13,21.9166666666667,0,1,0,NaN,0,1
31,15,13,7,44,17,27,22,4,13,44,26,12,20.3333333333333,0,1,0,NaN,0,1
31,34,44,35,13,16,29,16,45,50,3,39,24,29,1,0,1,NaN,1,0
31,2,21,24,34,42,36,17,14,47,49,18,8,26,1,0,1,NaN,1,0
31,28,21,14,37,45,49,10,14,10,32,2,43,25.4166666666667,0,0,1,NaN,1,0
31,45,40,16,14,5,26,27,3,18,29,8,21,21,0,0,1,NaN,1,0
31,41,10,13,11,22,12,50,33,9,24,41,27,24.4166666666667,0,1,0,NaN,0,1
31,6,11,35,37,46,25,24,48,33,22,43,30,30,1,0,1,NaN,1,0
31,47,40,2,12,42,18,29,43,45,14,45,46,31.9166666666667,1,0,1,NaN,1,0
31,38,20,31,45,37,26,25,5,1,10,49,6,24.4166666666667,0,0,1,NaN,1,0
31,15,23,44,9,25,10,18,35,6,29,42,34,24.1666666666667,0,0,1,NaN,1,0
31,25,33,21,27,41,9,50,50,33,3,2,14,25.6666666666667,1,0,1,NaN,1,0
31,25,21,23,41,21,23,8,41,45,1,28,31,25.6666666666667,1,0,1,NaN,1,0
31,21,30,9,8,7,23,26,21,22,26,35,15,20.25,0,0,1,NaN,1,0
31,40,21,38,30,26,37,37,15,49,25,22,45,32.0833333333333,1,1,0,NaN,0,1
31,19,40,23,40,43,27,5,25,10,5,4,47,24,0,0,1,NaN,1,0
31,28,27,49,30,45,50,37,14,11,41,15,31,31.5,1,1,0,NaN,0,1
31,31,14,43,19,7,23,14,34,50,17,13,24,24.0833333333333,0,0,1,NaN,1,0
31,4,5,18,49,47,34,1,46,40,14,13,11,23.5,0,0,1,NaN,1,0
31,46,50,14,26,24,13,8,15,32,39,43,42,29.3333333333333,1,0,1,NaN,1,0
31,23,48,3,15,29,19,28,28,14,12,29,10,21.5,0,1,0,NaN,0,1
31,22,27,47,38,27,40,7,20,34,4,23,36,27.0833333333333,1,1,0,NaN,0,1
31,22,33,20,28,24,19,47,40,49,1,20,21,27,1,1,0,NaN,0,1
31,27,41,21,48,27,6,36,7,17,48,33,26,28.0833333333333,1,1,0,NaN,0,1
31,41,2,16,29,2,32,13,18,32,5,5,43,19.8333333333333,0,1,0,NaN,0,1
31,26,22,4,47,35,49,10,33,15,10,2,47,25,0,1,0,NaN,0,1
31,25,29,47,4,16,2,41,18,36,41,49,4,26,1,1,0,NaN,0,1
31,31,39,46,17,9,45,41,49,34,23,6,2,28.5,1,1,0,NaN,0,1
31,30,21,42,43,44,28,25,30,29,25,16,36,30.75,1,1,0,NaN,0,1
31,24,19,1,49,26,34,26,37,34,18,22,34,27,1,1,0,NaN,0,1
31,15,18,24,28,50,35,24,8,35,46,16,2,25.0833333333333,0,1,0,NaN,0,1
31,9,11,29,9,49,12,40,24,42,42,38,37,28.5,1,0,1,NaN,1,0
31,32,19,37,27,30,38,26,2,23,7,34,15,24.1666666666667,0,0,1,NaN,1,0
31,28,18,18,27,10,4,22,23,29,9,45,15,20.6666666666667,0,0,1,NaN,1,0
31,45,21,35,40,31,17,33,31,27,10,34,48,31,1,0,1,NaN,1,0
31,14,46,42,25,28,22,10,31,22,45,44,35,30.3333333333333,1,0,1,NaN,1,0
31,19,32,14,24,21,13,25,49,28,44,17,36,26.8333333333333,1,0,1,NaN,1,0
31,17,14,46,29,43,19,3,34,12,41,33,43,27.8333333333333,1,0,1,0,1,0
31,44,3,44,49,14,35,35,34,2,35,34,47,31.3333333333333,1,1,0,0,0,1
31,16,33,38,36,29,10,47,35,10,50,28,4,28,1,1,0,0,0,1
31,31,17,31,37,38,25,48,18,25,20,4,46,28.3333333333333,1,1,0,0,0,1
31,36,8,20,28,16,14,44,17,6,10,14,28,20.0833333333333,0,0,1,0,1,0
31,41,15,21,19,9,50,16,10,15,6,27,37,22.1666666666667,0,1,0,0,0,1
31,13,30,33,48,29,23,46,9,22,49,30,24,29.6666666666667,1,1,0,0,0,1
31,9,29,37,11,25,3,27,1,19,27,37,39,22,0,0,1,0,1,0
31,42,22,14,40,26,48,24,50,32,24,14,12,29,1,1,0,0,0,1
31,2,12,19,16,43,40,35,10,25,32,41,12,23.9166666666667,0,1,0,0,0,1
31,16,11,8,8,33,48,50,23,23,50,8,39,26.4166666666667,1,1,0,0,0,1
31,18,45,14,40,4,34,1,25,43,28,33,29,26.1666666666667,1,1,0,0,0,1
31,6,10,36,30,17,49,42,7,16,10,45,21,24.0833333333333,0,0,1,0,1,0
31,46,6,1,22,50,2,15,2,16,30,8,8,17.1666666666667,0,0,1,0,1,0
31,50,20,38,4,20,4,36,15,6,13,47,33,23.8333333333333,0,0,1,0,1,0
31,4,29,4,38,15,27,43,13,15,13,5,28,19.5,0,1,0,0,0,1
31,48,23,34,29,43,38,1,38,3,49,39,16,30.0833333333333,1,1,0,0,0,1
31,44,38,33,29,43,16,35,7,24,46,11,7,27.75,1,0,1,0,1,0
31,14,27,29,6,8,35,41,4,29,40,14,6,21.0833333333333,0,0,1,0,1,0
31,44,1,8,1,30,41,3,12,37,26,6,13,18.5,0,1,0,0,0,1
31,48,2,40,5,50,5,29,29,44,5,37,42,28,1,0,1,0,1,0
31,23,13,39,21,44,41,14,6,17,13,6,4,20.0833333333333,0,0,1,0,1,0
31,37,29,5,21,27,10,30,22,31,27,5,23,22.25,0,1,0,0,0,1
31,1,9,23,46,21,24,40,2,23,44,8,1,20.1666666666667,0,0,1,0,1,0
31,41,22,40,44,5,44,32,1,24,46,5,18,26.8333333333333,1,0,1,0,1,0
31,37,24,22,45,43,16,10,47,22,11,37,45,29.9166666666667,1,0,1,0,1,0
31,22,6,30,49,38,39,9,21,39,6,27,15,25.0833333333333,0,0,1,0,1,0
31,14,5,27,16,11,20,32,47,45,40,17,36,25.8333333333333,1,0,1,0,1,0
31,16,48,49,23,39,36,8,23,31,8,22,7,25.8333333333333,1,0,1,0,1,0
31,45,46,39,5,21,16,32,39,36,19,15,26,28.25,1,1,0,0,0,1
31,13,22,7,2,3,8,33,23,10,12,21,3,13.0833333333333,0,1,0,0,0,1
31,41,40,28,43,50,13,45,3,47,34,50,11,33.75,1,1,0,0,0,1
31,34,16,25,2,6,7,44,30,3,20,1,43,19.25,0,1,0,0,0,1
31,40,38,23,26,35,12,19,45,12,6,49,44,29.0833333333333,1,0,1,0,1,0
31,22,20,13,31,49,11,23,17,9,5,48,9,21.4166666666667,0,1,0,0,0,1
31,45,30,35,17,43,4,34,25,38,18,35,43,30.5833333333333,1,1,0,0,0,1
31,35,21,14,7,46,4,43,44,32,42,3,1,24.3333333333333,0,1,0,0,0,1
31,20,34,20,14,13,26,3,33,26,31,47,5,22.6666666666667,0,0,1,0,1,0
31,3,28,17,22,8,13,50,13,48,2,12,35,20.9166666666667,0,0,1,0,1,0
31,46,9,7,49,6,2,18,22,15,2,48,7,19.25,0,0,1,0,1,0
31,8,50,12,45,37,39,50,21,38,38,22,14,31.1666666666667,1,1,0,0,0,1
31,30,24,13,13,2,38,1,46,1,34,45,13,21.6666666666667,0,0,1,0,1,0
31,47,31,8,28,42,27,45,38,14,3,20,13,26.3333333333333,1,1,0,0,0,1
31,46,22,12,42,2,29,13,4,34,5,14,17,20,0,0,1,0,1,0
31,50,41,44,15,32,39,19,48,12,15,16,48,31.5833333333333,1,1,0,0,0,1
31,12,33,46,28,11,8,25,19,39,22,25,21,24.0833333333333,0,1,0,0,0,1
31,16,48,28,24,8,4,37,46,25,34,26,22,26.5,1,0,1,0,1,0
31,21,26,36,32,39,19,48,3,32,43,43,10,29.3333333333333,1,1,0,0,0,1
31,6,30,9,45,25,4,36,46,36,33,39,49,29.8333333333333,1,1,0,0,0,1
31,9,36,29,30,19,21,5,26,2,11,23,1,17.6666666666667,0,0,1,0,1,0
31,12,12,10,46,40,2,3,28,43,28,37,31,24.3333333333333,0,0,1,0,1,0
31,15,3,19,27,3,46,27,36,43,37,16,10,23.5,0,1,0,0,0,1
31,7,50,43,50,21,10,48,39,14,25,45,38,32.5,1,0,1,0,1,0
31,2,11,30,44,10,42,49,8,27,20,46,8,24.75,0,1,0,0,0,1
31,5,42,44,2,45,49,33,29,36,49,3,44,31.75,1,1,0,0,0,1
31,20,24,16,7,6,32,33,10,9,48,5,21,19.25,0,1,0,0,0,1
31,21,27,38,38,49,13,50,5,50,17,6,38,29.3333333333333,1,0,1,0,1,0
31,38,44,7,34,17,49,43,23,31,48,14,6,29.5,1,1,0,0,0,1
31,33,47,13,26,11,7,35,47,41,44,30,2,28,1,0,1,0,1,0
31,34,4,15,29,8,6,11,34,46,34,12,46,23.25,0,0,1,0,1,0
31,5,48,5,3,14,31,21,39,23,24,19,28,21.6666666666667,0,1,0,0,0,1
31,10,11,23,8,1,38,6,48,4,17,1,40,17.25,0,1,0,0,0,1
31,43,9,36,49,12,39,21,4,34,1,45,9,25.1666666666667,0,1,0,0,0,1
31,1,41,28,30,11,33,3,26,24,17,35,34,23.5833333333333,0,0,1,0,1,0
31,6,39,15,41,45,41,2,25,4,20,22,18,23.1666666666667,0,1,0,0,0,1
31,49,46,35,46,12,8,45,45,13,38,15,1,29.4166666666667,1,1,0,0,0,1
31,36,15,46,21,33,9,19,2,29,43,40,33,27.1666666666667,1,0,1,0,1,0
31,17,9,8,11,22,9,23,43,21,50,33,40,23.8333333333333,0,0,1,0,1,0
31,9,48,26,21,13,9,6,22,15,49,26,2,20.5,0,0,1,0,1,0
31,40,15,28,1,48,38,29,19,28,4,12,2,22,0,1,0,0,0,1
31,22,10,50,38,46,42,50,48,43,45,24,23,36.75,1,1,0,0,0,1
31,46,32,19,30,45,34,46,45,24,3,49,12,32.0833333333333,1,1,0,0,0,1
31,1,22,7,42,7,19,45,4,21,12,46,7,19.4166666666667,0,0,1,0,1,0
31,35,3,9,37,21,31,5,4,3,5,37,11,16.75,0,1,0,0,0,1
31,6,8,4,9,39,19,3,18,36,25,17,14,16.5,0,0,1,0,1,0
31,5,19,32,21,6,17,5,6,27,48,2,39,18.9166666666667,0,0,1,0,1,0
31,45,12,36,10,6,10,49,26,47,31,29,33,27.8333333333333,1,0,1,0,1,0
31,29,17,1,17,2,6,39,28,6,37,26,7,17.9166666666667,0,1,0,0,0,1
31,35,18,13,15,22,41,4,16,41,1,23,47,23,0,1,0,0,0,1
31,5,9,12,48,33,34,36,23,50,44,11,47,29.3333333333333,1,1,0,0,0,1
31,50,40,7,31,36,14,49,10,25,3,31,36,27.6666666666667,1,1,0,0,0,1
31,35,23,39,49,5,33,25,34,37,28,1,20,27.4166666666667,1,1,0,0,0,1
31,13,48,28,7,12,48,16,43,34,9,16,11,23.75,0,1,0,0,0,1
31,26,25,13,31,38,25,5,11,16,20,32,12,21.1666666666667,0,0,1,0,1,0
31,29,45,21,2,13,12,42,30,12,45,24,36,25.9166666666667,1,0,1,0,1,0
31,19,44,41,41,13,30,10,37,14,21,34,31,27.9166666666667,1,0,1,0,1,0
31,39,18,5,23,40,43,26,32,12,29,26,30,26.9166666666667,1,1,0,1,1,0
31,15,36,5,30,18,42,32,49,22,8,11,18,23.8333333333333,0,0,1,0,1,0
31,29,41,1,13,5,9,1,3,8,6,27,28,14.25,0,0,1,0,1,0
31,38,21,18,3,22,28,5,42,29,2,21,27,21.3333333333333,0,0,1,0,1,0
31,13,1,50,37,41,36,15,43,17,33,12,9,25.5833333333333,1,1,0,0,0,1
31,23,49,43,25,34,27,45,40,38,23,18,37,33.5,1,1,0,0,0,1
31,35,3,2,28,12,15,43,28,20,43,29,44,25.1666666666667,0,1,0,0,0,1
31,1,31,13,47,31,47,15,36,45,38,4,18,27.1666666666667,1,1,0,0,0,1
31,34,43,40,20,8,20,25,6,16,21,3,24,21.6666666666667,0,0,1,0,1,0
31,44,6,8,31,34,6,6,42,2,3,46,49,23.0833333333333,0,0,1,0,1,0
31,36,14,20,16,1,20,4,2,31,36,37,39,21.3333333333333,0,0,1,0,1,0
31,32,7,10,10,38,21,41,14,37,30,17,20,23.0833333333333,0,0,1,0,1,0
31,1,8,44,10,47,17,36,8,25,3,10,7,18,0,0,1,0,1,0
31,13,7,44,17,34,2,8,28,20,3,37,45,21.5,0,0,1,0,1,0
31,16,14,35,46,47,43,40,25,33,26,9,14,29,1,1,0,0,0,1
31,50,29,44,9,44,32,6,47,30,39,5,44,31.5833333333333,1,1,0,1,1,0
31,7,34,30,28,14,17,27,49,40,25,8,38,26.4166666666667,1,0,1,0,1,0
31,35,11,42,7,11,15,35,38,26,19,36,18,24.4166666666667,0,1,0,0,0,1
31,46,3,46,48,37,20,30,12,28,27,32,23,29.3333333333333,1,0,1,0,1,0
31,10,8,14,4,6,28,18,26,30,36,27,48,21.25,0,1,0,0,0,1
31,49,39,32,35,8,11,16,41,26,19,10,39,27.0833333333333,1,0,1,0,1,0
31,4,28,26,13,10,22,36,7,11,32,27,42,21.5,0,0,1,0,1,0
31,7,13,18,22,8,35,16,44,27,5,40,44,23.25,0,1,0,0,0,1
31,21,22,8,45,13,26,23,35,42,25,46,16,26.8333333333333,1,0,1,0,1,0
31,41,12,6,25,37,10,15,21,49,1,15,45,23.0833333333333,0,0,1,0,1,0
31,7,48,7,2,37,16,16,17,49,16,17,4,19.6666666666667,0,0,1,0,1,0
31,9,10,44,2,30,36,13,13,29,30,28,12,21.3333333333333,0,0,1,0,1,0
31,28,2,8,26,17,24,6,11,13,28,33,14,17.5,0,0,1,0,1,0
31,24,39,7,26,42,19,29,12,2,4,25,11,20,0,0,1,0,1,0
31,42,41,7,49,21,15,38,38,22,21,23,39,29.6666666666667,1,0,1,0,1,0
31,1,10,7,36,19,12,32,3,39,36,35,3,19.4166666666667,0,1,0,0,0,1
31,49,47,16,6,17,35,10,31,13,30,28,37,26.5833333333333,1,0,1,0,1,0
31,38,3,23,44,39,3,35,8,17,42,35,40,27.25,1,0,1,0,1,0
31,20,22,27,13,4,28,42,9,23,46,25,46,25.4166666666667,0,0,1,0,1,0
31,19,28,50,47,18,32,15,33,16,10,6,16,24.1666666666667,0,1,0,0,0,1
31,45,49,16,13,40,39,8,5,22,24,36,24,26.75,1,0,1,0,1,0
31,44,39,31,19,33,28,19,40,25,24,16,14,27.6666666666667,1,0,1,0,1,0
31,6,2,35,38,11,12,43,46,29,27,15,27,24.25,0,0,1,0,1,0
31,41,5,12,3,36,13,11,4,18,35,3,16,16.4166666666667,0,0,1,0,1,0
31,33,40,42,13,23,7,2,24,10,50,17,1,21.8333333333333,0,0,1,0,1,0
31,18,33,11,35,24,16,43,28,49,26,23,9,26.25,1,1,0,0,0,1
31,10,39,45,26,14,41,36,30,2,50,36,6,27.9166666666667,1,1,0,0,0,1
31,6,5,23,35,8,22,18,7,39,18,2,23,17.1666666666667,0,0,1,0,1,0
31,26,39,29,4,3,6,13,39,27,28,46,36,24.6666666666667,0,0,1,0,1,0
31,44,17,21,23,37,34,24,2,11,26,43,13,24.5833333333333,0,1,0,0,0,1
31,7,19,27,10,1,35,11,40,39,42,34,33,24.8333333333333,0,0,1,0,1,0
31,1,19,14,36,17,12,16,9,19,44,41,20,20.6666666666667,0,0,1,0,1,0
31,5,50,9,37,50,43,12,12,7,21,15,34,24.5833333333333,0,1,0,0,0,1
31,21,32,21,39,18,12,3,4,32,39,6,32,21.5833333333333,0,0,1,0,1,0
31,7,41,48,1,41,39,46,24,34,30,13,46,30.8333333333333,1,1,0,0,0,1
31,17,47,29,30,10,6,42,16,35,14,2,24,22.6666666666667,0,0,1,0,1,0
31,33,18,40,16,27,35,8,23,2,25,28,42,24.75,0,0,1,0,1,0
31,45,46,28,16,43,29,33,44,12,33,49,28,33.8333333333333,1,1,0,0,0,1
31,10,46,39,48,15,38,40,47,33,16,48,35,34.5833333333333,1,1,0,0,0,1
31,11,30,50,22,16,3,19,25,42,7,49,8,23.5,0,0,1,0,1,0
31,33,48,35,14,36,42,36,34,1,14,44,6,28.5833333333333,1,1,0,0,0,1
31,45,43,47,42,12,32,48,33,15,26,34,37,34.5,1,1,0,0,0,1
31,18,1,29,42,45,13,27,36,8,39,12,19,24.0833333333333,0,0,1,0,1,0
31,2,34,20,23,41,25,26,4,5,23,42,32,23.0833333333333,0,1,0,0,0,1
31,31,45,15,22,19,9,37,7,4,26,50,29,24.5,0,0,1,0,1,0
31,15,43,8,21,27,8,8,12,5,36,12,47,20.1666666666667,0,0,1,0,1,0
31,15,40,44,27,46,10,48,33,44,39,37,46,35.75,1,0,1,0,1,0
31,11,36,23,50,3,13,22,32,23,47,39,49,29,1,0,1,0,1,0
31,46,37,10,35,49,14,4,26,18,19,8,10,23,0,0,1,0,1,0
31,18,4,38,25,40,44,16,4,10,7,21,49,23,0,1,0,0,0,1
31,43,12,37,20,6,15,26,38,28,26,15,24,24.1666666666667,0,0,1,0,1,0
31,8,7,8,15,20,21,44,19,15,33,15,10,17.9166666666667,0,1,0,0,0,1
31,30,29,43,6,38,25,28,16,9,26,5,35,24.1666666666667,0,1,0,0,0,1
31,50,19,37,29,25,9,25,44,4,42,31,8,26.9166666666667,1,0,1,0,1,0
31,25,26,38,20,13,26,46,40,35,31,19,39,29.8333333333333,1,1,0,0,0,1
31,42,15,22,21,32,30,46,25,49,40,28,50,33.3333333333333,1,1,0,0,0,1
31,50,24,17,25,36,41,47,47,15,1,29,27,29.9166666666667,1,1,0,0,0,1
31,15,20,8,22,38,11,13,31,14,19,20,15,18.8333333333333,0,0,1,0,1,0
31,35,3,23,27,43,47,14,5,26,17,25,29,24.5,0,1,0,0,0,1
31,45,41,15,21,34,2,9,44,35,41,6,30,26.9166666666667,1,0,1,0,1,0
31,16,38,17,17,32,41,13,9,7,36,18,2,20.5,0,1,0,0,0,1
31,44,39,48,36,45,47,21,42,2,50,46,43,38.5833333333333,1,0,1,0,1,0
31,45,9,49,14,4,33,24,4,50,44,7,41,27,1,1,0,0,0,1
31,4,20,43,23,9,24,6,13,37,48,31,38,24.6666666666667,0,0,1,0,1,0
31,16,40,9,44,40,36,16,13,25,32,15,33,26.5833333333333,1,0,1,0,1,0
31,11,21,50,3,26,22,9,33,25,24,26,39,24.0833333333333,0,0,1,0,1,0
31,8,41,12,30,26,29,33,11,45,19,17,6,23.0833333333333,0,1,0,0,0,1
31,3,4,26,16,28,38,30,43,10,30,7,5,20,0,1,0,0,0,1
31,19,21,41,20,8,28,40,45,4,14,2,49,24.25,0,1,0,0,0,1
31,18,34,5,29,50,5,15,5,44,12,40,50,25.5833333333333,1,0,1,0,1,0
31,50,43,7,41,4,34,15,43,26,48,41,44,33,1,0,1,0,1,0
31,44,1,7,17,49,43,26,39,20,20,11,8,23.75,0,1,0,0,0,1
31,1,11,44,20,15,37,2,41,26,48,20,15,23.3333333333333,0,0,1,0,1,0
31,50,42,28,5,30,27,11,49,28,7,43,50,30.8333333333333,1,0,1,0,1,0
31,2,4,35,45,34,16,41,20,38,21,23,14,24.4166666666667,0,0,1,0,1,0
31,37,46,24,35,40,31,19,4,6,11,34,15,25.1666666666667,0,1,0,0,0,1
31,39,16,26,47,42,26,17,38,40,26,17,13,28.9166666666667,1,0,1,0,1,0
31,30,25,15,19,12,32,3,48,19,8,8,41,21.6666666666667,0,1,0,0,0,1
31,30,19,30,12,33,39,48,47,19,12,45,19,29.4166666666667,1,1,0,0,0,1
31,2,3,28,9,37,25,8,20,19,3,27,49,19.1666666666667,0,0,1,0,1,0
31,7,50,44,34,2,8,25,12,31,31,40,43,27.25,1,0,1,0,1,0
31,17,8,11,31,43,31,26,45,35,30,48,27,29.3333333333333,1,1,0,0,0,1
31,1,28,26,8,41,2,49,39,21,23,20,23,23.4166666666667,0,0,1,0,1,0
31,17,47,36,22,43,45,40,17,5,17,39,5,27.75,1,1,0,0,0,1
31,1,18,8,39,47,37,1,22,34,41,34,37,26.5833333333333,1,0,1,0,1,0
31,11,13,28,25,16,39,32,6,39,45,2,7,21.9166666666667,0,1,0,1,1,0
31,1,32,14,22,26,42,26,7,47,9,20,43,24.0833333333333,0,0,1,0,1,0
31,5,29,39,9,49,22,38,47,17,46,37,34,31,1,0,1,0,1,0
31,1,27,34,26,15,10,4,4,36,50,22,24,21.0833333333333,0,0,1,0,1,0
31,18,11,4,1,4,25,49,13,7,50,5,26,17.75,0,0,1,0,1,0
31,38,50,1,14,10,15,36,8,34,18,39,42,25.4166666666667,0,0,1,0,1,0
31,15,37,31,35,50,31,47,49,20,15,14,12,29.6666666666667,1,1,0,0,0,1
31,25,1,44,49,14,32,7,22,14,27,36,41,26,1,0,1,0,1,0
31,44,10,3,50,10,12,5,27,17,21,38,5,20.1666666666667,0,0,1,0,1,0
31,1,19,15,45,17,4,17,50,17,29,24,5,20.25,0,0,1,0,1,0
31,22,34,50,34,49,45,12,23,45,14,25,44,33.0833333333333,1,0,1,0,1,0
31,33,40,47,50,47,26,2,38,44,1,46,25,33.25,1,0,1,0,1,0
31,12,35,25,4,9,25,34,13,11,25,34,38,22.0833333333333,0,0,1,0,1,0
31,47,22,47,13,36,24,8,38,36,38,46,23,31.5,1,0,1,0,1,0
31,36,48,32,24,48,5,24,15,8,14,35,41,27.5,1,1,0,0,0,1
31,10,29,11,7,46,7,19,50,27,5,46,33,24.1666666666667,0,0,1,0,1,0
31,29,31,38,20,2,40,28,34,42,46,3,42,29.5833333333333,1,1,0,0,0,1
31,6,42,2,37,47,18,27,47,1,7,44,10,24,0,0,1,0,1,0
31,34,4,22,21,41,45,9,35,16,37,49,27,28.3333333333333,1,1,0,0,0,1
31,28,38,12,30,7,10,37,45,34,38,45,47,30.9166666666667,1,0,1,0,1,0
31,25,12,22,47,48,45,38,12,24,23,5,15,26.3333333333333,1,1,0,0,0,1
31,10,36,30,32,42,1,35,41,36,45,24,14,28.8333333333333,1,0,1,0,1,0
31,2,1,1,28,24,45,10,2,14,28,43,40,19.8333333333333,0,1,0,0,0,1
31,40,30,1,48,25,29,42,18,26,27,25,12,26.9166666666667,1,1,0,0,0,1
31,7,45,43,20,17,45,45,9,49,48,5,2,27.9166666666667,1,0,1,0,1,0
31,8,39,14,31,45,36,25,13,23,25,36,27,26.8333333333333,1,1,0,0,0,1
31,39,28,8,16,15,17,50,7,34,45,35,26,26.6666666666667,1,0,1,0,1,0
31,1,19,15,15,46,29,45,47,11,11,25,46,25.8333333333333,1,1,0,0,0,1
31,33,6,37,11,47,17,50,26,8,23,18,22,24.8333333333333,0,0,1,0,1,0
31,20,6,36,29,32,42,14,44,47,25,1,22,26.5,1,1,0,0,0,1
31,43,1,39,6,14,12,1,30,13,13,29,37,19.8333333333333,0,0,1,0,1,0
31,46,42,39,3,18,17,15,28,1,7,40,4,21.6666666666667,0,0,1,0,1,0
31,13,7,42,44,33,35,7,25,17,37,18,18,24.6666666666667,0,0,1,0,1,0
31,41,16,21,9,49,12,49,11,10,26,21,21,23.8333333333333,0,0,1,0,1,0
31,48,47,25,35,23,13,21,8,41,21,44,46,31,1,0,1,0,1,0
31,9,37,42,4,2,28,27,7,18,42,46,34,24.6666666666667,0,0,1,0,1,0
31,45,21,42,6,26,47,15,5,15,18,12,2,21.1666666666667,0,0,1,0,1,0
31,4,37,46,33,32,35,5,43,23,46,11,38,29.4166666666667,1,1,0,0,0,1
31,35,40,43,43,18,3,1,28,28,1,43,12,24.5833333333333,0,0,1,0,1,0
31,10,35,30,42,2,39,2,40,41,25,30,30,27.1666666666667,1,0,1,0,1,0
31,33,50,22,9,6,38,24,15,43,12,39,32,26.9166666666667,1,1,0,0,0,1
31,17,44,33,13,27,7,3,20,27,9,8,22,19.1666666666667,0,0,1,0,1,0
