subject,evidence1,evidence2,evidence3,evidence4,evidence5,evidence6,evidence7,evidence8,evidence9,evidence10,evidence11,evidence12,meanEvidence,groundTruthBinaryHappy,responseHappy,responseSad,responseAIHappy,responseAISad,changeMind,finalResponseSad,finalResponseHappy
31,41,32,42,33,21,6,7,49,38,24,50,36,31.58333333,1,0,1,0,1,NaN,1,0
31,2,24,18,34,46,10,44,43,21,19,8,48,26.41666667,1,0,1,0,1,NaN,1,0
31,34,44,35,13,16,29,16,45,50,3,39,24,29,1,1,0,0,1,NaN,0,1
31,20,12,5,34,42,6,10,2,17,28,45,49,22.5,0,0,1,0,1,NaN,1,0
31,30,21,42,43,44,28,25,30,29,25,16,36,30.75,1,1,0,1,0,NaN,0,1
31,6,26,41,32,2,49,49,1,25,9,17,13,22.5,0,1,0,1,0,NaN,0,1
31,47,22,6,31,48,38,19,43,10,27,48,19,29.83333333,1,0,1,1,0,NaN,1,0
31,20,26,18,5,24,49,29,34,46,3,23,34,25.91666667,1,1,0,1,0,NaN,0,1
31,32,46,15,23,20,14,33,17,38,37,27,31,27.75,1,0,1,0,1,NaN,1,0
31,15,32,25,26,27,40,42,20,32,1,9,30,24.91666667,0,1,0,1,0,NaN,0,1
31,44,1,33,14,40,6,43,27,30,50,33,15,28,1,0,1,0,1,NaN,1,0
31,23,33,33,24,41,47,29,28,22,42,6,36,30.33333333,1,1,0,1,0,NaN,0,1
31,48,47,16,42,28,38,7,20,43,20,25,50,32,1,1,0,0,1,NaN,0,1
31,19,5,36,28,31,37,18,34,13,14,24,20,23.25,0,1,0,0,1,NaN,0,1
31,36,38,44,7,34,24,29,47,38,7,25,39,30.66666667,1,1,0,1,0,NaN,0,1
31,5,49,42,36,43,2,35,49,36,30,6,26,29.91666667,1,0,1,0,1,NaN,1,0
31,47,16,28,28,50,46,10,41,4,32,43,1,28.83333333,1,1,0,1,0,NaN,0,1
31,2,31,7,8,47,29,37,42,50,2,31,11,24.75,0,1,0,1,0,NaN,0,1
31,31,14,43,19,7,23,14,34,50,17,13,24,24.08333333,0,0,1,0,1,NaN,1,0
31,24,41,49,25,20,2,28,35,43,33,37,23,30,1,0,1,0,1,NaN,1,0
31,17,7,16,38,35,22,35,6,1,48,12,27,22,0,0,1,0,1,NaN,1,0
31,32,19,37,27,30,38,26,2,23,7,34,15,24.16666667,0,1,0,0,1,NaN,0,1
31,15,13,7,44,17,27,22,4,13,44,26,12,20.33333333,0,1,0,0,1,NaN,0,1
31,45,40,16,14,5,26,27,3,18,29,8,21,21,0,1,0,0,1,NaN,0,1
31,22,34,23,47,23,32,19,29,48,19,45,12,29.41666667,1,1,0,1,0,NaN,0,1
31,25,29,47,4,16,2,41,18,36,41,49,4,26,1,0,1,0,1,NaN,1,0
31,18,33,9,34,38,6,46,2,31,45,18,9,24.08333333,0,0,1,0,1,NaN,1,0
31,36,19,26,25,24,11,9,31,19,50,42,21,26.08333333,1,0,1,0,1,NaN,1,0
31,29,17,28,4,28,19,32,22,3,32,6,39,21.58333333,0,0,1,0,1,NaN,1,0
31,43,13,6,40,2,3,32,11,37,35,28,38,24,0,0,1,0,1,NaN,1,0
31,18,33,47,44,42,34,37,48,10,41,46,11,34.25,1,1,0,1,0,NaN,0,1
31,45,21,35,40,31,17,33,31,27,10,34,48,31,1,0,1,0,1,NaN,1,0
31,33,18,42,17,13,45,5,49,20,6,33,42,26.91666667,1,0,1,0,1,NaN,1,0
31,36,4,6,8,30,48,23,13,14,11,5,33,19.25,0,1,0,0,1,NaN,0,1
31,47,46,33,2,4,17,50,5,11,37,38,40,27.5,1,0,1,1,0,NaN,1,0
31,24,10,30,3,24,45,15,44,34,3,18,25,22.91666667,0,1,0,0,1,NaN,0,1
31,13,31,20,6,14,25,26,46,50,41,2,45,26.58333333,1,0,1,0,1,NaN,1,0
31,33,18,4,7,9,17,14,3,41,10,5,40,16.75,0,0,1,0,1,NaN,1,0
31,47,37,46,14,47,17,46,1,5,22,32,49,30.25,1,0,1,1,0,NaN,1,0
31,5,29,39,38,1,9,28,1,22,29,7,6,17.83333333,0,0,1,0,1,NaN,1,0
31,1,27,8,35,48,39,24,32,44,40,2,24,27,1,1,0,1,0,NaN,0,1
31,19,40,23,40,43,27,5,25,10,5,4,47,24,0,0,1,0,1,NaN,1,0
31,22,28,24,50,50,41,8,25,43,9,44,1,28.75,1,1,0,0,1,NaN,0,1
31,29,23,27,1,1,10,43,26,8,42,7,50,22.25,0,0,1,0,1,NaN,1,0
31,46,50,14,26,24,13,8,15,32,39,43,42,29.33333333,1,0,1,0,1,NaN,1,0
31,22,17,28,27,29,45,42,36,13,6,19,2,23.83333333,0,1,0,1,0,NaN,0,1
31,40,21,38,30,26,37,37,15,49,25,22,45,32.08333333,1,1,0,1,0,NaN,0,1
31,37,50,28,35,45,47,5,20,34,8,42,7,29.83333333,1,1,0,1,0,NaN,0,1
31,26,22,4,47,35,49,10,33,15,10,2,47,25,0,1,0,1,0,NaN,0,1
31,36,28,7,42,26,41,33,16,45,22,9,17,26.83333333,1,1,0,1,0,NaN,0,1
31,49,27,33,17,5,41,7,8,30,32,43,3,24.58333333,0,1,0,0,1,NaN,0,1
31,23,24,2,21,6,1,14,37,40,10,36,20,19.5,0,0,1,0,1,NaN,1,0
31,28,21,14,37,45,49,10,14,10,32,2,43,25.41666667,0,1,0,1,0,NaN,0,1
31,20,37,8,32,44,28,37,17,1,34,38,27,26.91666667,1,0,1,1,0,NaN,1,0
31,46,22,12,13,50,42,23,50,29,22,44,45,33.16666667,1,1,0,1,0,NaN,0,1
31,40,6,48,7,2,40,19,32,12,18,24,35,23.58333333,0,1,0,0,1,NaN,0,1
31,29,24,4,13,24,11,44,31,17,47,28,15,23.91666667,0,0,1,0,1,NaN,1,0
31,10,41,38,40,29,39,1,18,42,27,10,24,26.58333333,1,1,0,0,1,NaN,0,1
31,15,15,39,36,14,12,28,47,41,32,3,47,27.41666667,1,0,1,0,1,NaN,1,0
31,36,36,12,15,37,39,23,4,10,19,48,4,23.58333333,0,1,0,0,1,NaN,0,1
31,27,13,7,23,28,1,4,28,12,6,9,19,14.75,0,0,1,0,1,NaN,1,0
31,4,35,23,23,1,5,41,10,47,19,8,50,22.16666667,0,0,1,0,1,NaN,1,0
31,4,11,49,39,9,33,22,8,6,37,6,5,19.08333333,0,1,0,0,1,NaN,0,1
31,45,1,42,31,33,7,47,34,25,39,30,46,31.66666667,1,0,1,0,1,NaN,1,0
31,37,2,13,37,46,10,27,23,8,13,16,18,20.83333333,0,0,1,0,1,NaN,1,0
31,12,2,47,32,22,37,48,3,36,29,15,34,26.41666667,1,1,0,1,0,NaN,0,1
31,15,23,44,9,25,10,18,35,6,29,42,34,24.16666667,0,0,1,0,1,NaN,1,0
31,6,30,16,11,20,34,18,20,24,41,17,3,20,0,1,0,0,1,NaN,0,1
31,14,46,42,25,28,22,10,31,22,45,44,35,30.33333333,1,0,1,0,1,NaN,1,0
31,50,24,43,16,3,12,27,19,7,11,49,27,24,0,0,1,0,1,NaN,1,0
31,24,19,1,49,26,34,26,37,34,18,22,34,27,1,1,0,1,0,NaN,0,1
31,48,35,1,21,29,18,20,25,22,3,8,2,19.33333333,0,0,1,0,1,NaN,1,0
31,1,12,24,32,33,32,28,40,29,50,3,26,25.83333333,1,1,0,1,0,NaN,0,1
31,11,23,30,2,1,27,40,6,46,37,45,6,22.83333333,0,1,0,0,1,NaN,0,1
31,47,50,22,35,26,14,14,9,22,37,19,4,24.91666667,0,0,1,0,1,NaN,1,0
31,37,5,9,26,23,29,41,20,29,6,7,16,20.66666667,0,1,0,0,1,NaN,0,1
31,32,15,43,35,41,17,42,47,32,19,21,21,30.41666667,1,0,1,1,0,NaN,1,0
31,39,49,4,19,29,14,3,48,15,22,36,17,24.58333333,0,0,1,0,1,NaN,1,0
31,6,50,9,20,18,44,4,17,26,12,21,5,19.33333333,0,1,0,0,1,NaN,0,1
31,10,19,9,18,30,45,44,2,13,27,1,15,19.41666667,0,1,0,1,0,NaN,0,1
31,4,29,45,20,3,13,32,8,41,24,3,32,21.16666667,0,0,1,0,1,NaN,1,0
31,31,25,33,46,27,2,22,17,5,48,28,17,25.08333333,0,0,1,0,1,NaN,1,0
31,49,30,27,17,9,15,34,37,4,2,33,43,25,0,0,1,0,1,NaN,1,0
31,9,11,29,9,49,12,40,24,42,42,38,37,28.5,1,0,1,0,1,NaN,1,0
31,8,38,45,11,49,48,19,40,14,16,23,13,27,1,1,0,1,0,NaN,0,1
31,14,49,38,14,5,41,24,28,43,38,35,33,30.16666667,1,1,0,1,0,NaN,0,1
31,10,49,35,22,49,19,38,33,19,46,46,8,31.16666667,1,0,1,1,0,NaN,1,0
31,49,2,40,40,22,30,29,50,46,9,38,4,29.91666667,1,1,0,1,0,NaN,0,1
31,11,45,3,44,49,11,32,19,39,33,27,16,27.41666667,1,0,1,0,1,NaN,1,0
31,31,45,26,17,37,29,45,50,8,49,32,19,32.33333333,1,1,0,1,0,NaN,0,1
31,2,21,24,34,42,36,17,14,47,49,18,8,26,1,1,0,0,1,NaN,0,1
31,47,4,48,13,45,8,37,43,7,3,10,24,24.08333333,0,0,1,0,1,0,1,0
31,1,44,9,44,18,29,23,5,35,19,50,42,26.58333333,1,1,0,0,1,0,0,1
31,39,27,3,2,33,36,24,29,44,12,1,45,24.58333333,0,1,0,1,0,0,0,1
31,27,18,11,5,40,35,12,3,36,22,9,9,18.91666667,0,1,0,0,1,0,0,1
31,38,50,24,49,36,18,37,23,36,13,49,24,33.08333333,1,0,1,1,0,0,1,0
31,21,1,45,23,36,20,26,44,29,26,19,12,25.16666667,0,0,1,0,1,0,1,0
31,22,19,21,23,46,6,15,42,12,31,30,48,26.25,1,0,1,0,1,0,1,0
31,17,3,36,9,37,45,29,48,2,49,24,47,28.83333333,1,1,0,1,0,0,0,1
31,16,23,23,8,18,45,40,18,20,49,42,23,27.08333333,1,1,0,1,0,0,0,1
31,17,3,1,41,22,44,34,19,17,25,37,28,24,0,1,0,1,0,0,0,1
31,19,23,3,29,35,26,23,6,48,9,9,1,19.25,0,0,1,0,1,0,1,0
31,23,49,11,6,23,22,14,49,35,25,4,32,24.41666667,0,0,1,0,1,0,1,0
31,31,29,23,46,17,32,7,12,24,37,48,30,28,1,1,0,0,1,1,1,0
31,48,37,45,3,50,3,10,35,49,42,34,28,32,1,0,1,0,1,0,1,0
31,40,38,5,21,8,35,36,27,2,4,26,16,21.5,0,1,0,1,0,0,0,1
31,28,27,33,49,30,37,7,26,21,42,43,29,31,1,1,0,0,1,0,0,1
31,16,39,49,46,17,23,28,3,23,49,34,3,27.5,1,0,1,1,0,0,1,0
31,48,46,28,1,20,20,4,45,32,43,14,34,27.91666667,1,0,1,0,1,0,1,0
31,16,18,20,42,42,7,25,10,10,1,25,20,19.66666667,0,0,1,0,1,0,1,0
31,31,2,29,16,4,14,25,7,15,37,1,48,19.08333333,0,0,1,0,1,0,1,0
31,43,20,40,37,15,10,16,29,22,10,41,37,26.66666667,1,0,1,0,1,0,1,0
31,39,25,28,10,14,42,12,13,20,46,49,6,25.33333333,0,1,0,0,1,0,0,1
31,34,41,18,38,27,4,47,13,12,49,9,33,27.08333333,1,0,1,0,1,0,1,0
31,37,22,21,28,18,19,46,5,25,6,32,42,25.08333333,0,0,1,0,1,0,1,0
31,44,11,42,18,50,46,12,28,36,12,5,32,28,1,1,0,0,1,0,0,1
31,45,6,12,34,13,16,12,31,40,28,42,23,25.16666667,0,0,1,0,1,0,1,0
31,23,38,2,34,19,5,23,50,49,21,1,14,23.25,0,0,1,0,1,0,1,0
31,1,25,42,24,41,21,42,35,15,13,11,47,26.41666667,1,0,1,1,0,0,1,0
31,17,5,47,28,44,17,39,18,2,9,17,44,23.91666667,0,0,1,0,1,0,1,0
31,22,12,27,29,2,11,12,34,9,18,50,34,21.66666667,0,0,1,0,1,0,1,0
31,8,42,50,14,7,26,26,43,25,34,2,50,27.25,1,0,1,1,0,0,1,0
31,24,50,4,16,49,45,14,10,8,28,25,45,26.5,1,1,0,0,1,0,0,1
31,14,29,30,23,33,32,5,46,26,45,19,9,25.91666667,1,1,0,0,1,0,0,1
31,41,29,1,32,29,26,40,32,19,9,40,6,25.33333333,0,0,1,1,0,0,1,0
31,40,3,2,17,39,11,37,19,19,50,26,33,24.66666667,0,0,1,0,1,0,1,0
31,39,3,10,11,32,42,27,19,30,6,30,40,24.08333333,0,1,0,1,0,0,0,1
31,7,3,23,45,18,24,45,43,31,41,42,22,28.66666667,1,0,1,1,0,0,1,0
31,20,8,45,43,44,24,27,43,23,39,9,12,28.08333333,1,0,1,1,0,0,1,0
31,44,15,39,11,27,45,46,24,46,2,32,21,29.33333333,1,0,1,1,0,1,0,1
31,1,40,47,32,12,9,27,23,45,6,9,35,23.83333333,0,0,1,0,1,0,1,0
31,40,44,32,4,27,24,46,3,33,44,36,11,28.66666667,1,0,1,1,0,0,1,0
31,24,33,40,46,11,16,39,48,15,29,42,42,32.08333333,1,0,1,1,0,0,1,0
31,16,8,12,21,22,38,26,40,37,30,21,44,26.25,1,1,0,1,0,0,0,1
31,21,47,50,33,28,37,37,40,26,3,39,9,30.83333333,1,1,0,1,0,0,0,1
31,28,2,40,45,28,29,37,2,16,26,47,19,26.58333333,1,1,0,1,0,0,0,1
31,45,3,44,48,40,43,36,48,7,23,50,31,34.83333333,1,1,0,1,0,0,0,1
31,12,48,41,40,19,9,24,32,21,45,21,11,26.91666667,1,0,1,0,1,0,1,0
31,19,47,22,17,25,48,42,21,18,13,14,7,24.41666667,0,1,0,1,0,0,0,1
31,18,42,11,48,17,1,4,4,50,50,35,40,26.66666667,1,0,1,0,1,0,1,0
31,39,34,12,18,41,31,38,42,46,25,25,24,31.25,1,1,0,1,0,0,0,1
31,3,33,30,24,40,36,36,49,48,37,13,4,29.41666667,1,1,0,1,0,0,0,1
31,30,4,1,18,23,14,14,11,25,48,12,42,20.16666667,0,0,1,0,1,0,1,0
31,5,20,6,31,33,44,25,50,32,12,47,3,25.66666667,1,1,0,1,0,0,0,1
31,4,47,3,38,6,43,14,8,44,48,41,27,26.91666667,1,1,0,1,0,0,0,1
31,10,22,50,19,22,25,11,19,32,42,11,45,25.66666667,1,0,1,0,1,0,1,0
31,43,44,36,16,41,25,31,34,47,34,23,48,35.16666667,1,0,1,1,0,1,0,1
31,25,13,5,13,6,33,31,26,14,11,18,40,19.58333333,0,1,0,1,0,0,0,1
31,33,21,20,13,15,3,29,3,10,6,37,33,18.58333333,0,0,1,0,1,0,1,0
31,29,43,41,25,45,33,10,31,50,35,44,44,35.83333333,1,1,0,1,0,0,0,1
31,19,20,46,4,31,47,39,8,11,5,35,20,23.75,0,1,0,1,0,0,0,1
31,17,49,40,9,36,29,24,37,3,32,39,44,29.91666667,1,0,1,1,0,0,1,0
31,16,47,9,50,46,32,30,36,19,13,38,46,31.83333333,1,1,0,1,0,0,0,1
31,30,48,5,9,2,22,27,26,17,13,21,19,19.91666667,0,0,1,0,1,0,1,0
31,30,27,2,15,38,17,37,44,25,35,44,17,27.58333333,1,0,1,0,1,0,1,0
31,45,41,19,22,45,36,43,26,41,18,6,12,29.5,1,1,0,1,0,0,0,1
31,47,25,33,36,37,47,13,28,11,17,50,23,30.58333333,1,1,0,0,1,0,0,1
31,21,47,45,10,36,48,32,20,12,3,9,30,26.08333333,1,1,0,1,0,0,0,1
31,36,2,25,27,10,46,12,29,8,45,33,43,26.33333333,1,1,0,0,1,0,0,1
31,25,22,12,15,49,29,49,32,24,45,28,20,29.16666667,1,0,1,1,0,0,1,0
31,31,41,30,18,13,37,14,20,42,29,14,32,26.75,1,1,0,0,1,0,0,1
31,49,3,18,9,39,40,10,40,44,26,5,45,27.33333333,1,1,0,0,1,0,0,1
31,16,26,20,18,28,50,2,19,44,19,21,16,23.25,0,1,0,0,1,0,0,1
31,26,50,48,40,23,13,26,27,34,3,30,13,27.75,1,0,1,0,1,0,1,0
31,30,41,29,44,14,27,31,5,16,25,9,6,23.08333333,0,0,1,1,0,0,1,0
31,5,44,20,18,44,11,10,29,2,42,50,18,24.41666667,0,0,1,0,1,0,1,0
31,29,32,30,28,5,45,36,9,39,20,21,3,24.75,0,1,0,1,0,0,0,1
31,6,18,41,45,11,34,46,27,33,4,11,22,24.83333333,0,1,0,1,0,0,0,1
31,27,17,48,37,27,23,19,23,16,46,14,39,28,1,0,1,0,1,0,1,0
31,29,47,14,31,27,27,24,37,12,43,43,18,29.33333333,1,0,1,1,0,0,1,0
31,12,20,49,8,23,2,21,1,33,30,1,46,20.5,0,0,1,0,1,0,1,0
31,27,1,47,35,2,6,37,41,43,23,26,6,24.5,0,0,1,0,1,0,1,0
31,17,10,33,13,24,47,4,38,39,2,42,18,23.91666667,0,1,0,0,1,0,0,1
31,24,2,6,38,49,35,13,45,27,36,9,6,24.16666667,0,1,0,0,1,0,0,1
31,19,46,21,18,20,16,14,46,48,33,10,30,26.75,1,0,1,0,1,0,1,0
31,17,25,11,9,48,1,8,50,5,23,9,8,17.83333333,0,0,1,0,1,0,1,0
31,15,49,26,24,41,5,39,22,43,6,18,8,24.66666667,0,0,1,0,1,0,1,0
31,16,26,16,44,21,25,33,49,46,25,38,2,28.41666667,1,0,1,1,0,0,1,0
31,22,8,10,26,6,18,41,20,1,16,7,7,15.16666667,0,0,1,0,1,0,1,0
31,20,5,15,44,13,7,2,20,31,26,22,7,17.66666667,0,0,1,0,1,0,1,0
31,35,33,31,9,9,44,26,41,41,50,26,31,31.33333333,1,1,0,1,0,0,0,1
31,37,12,38,49,8,49,15,19,18,33,5,39,26.83333333,1,1,0,0,1,1,1,0
31,22,30,32,14,37,12,36,9,16,1,10,19,19.83333333,0,0,1,0,1,0,1,0
31,24,4,27,11,44,2,39,28,13,29,20,37,23.16666667,0,0,1,0,1,0,1,0
31,1,18,47,26,34,18,25,35,11,5,29,35,23.66666667,0,0,1,0,1,0,1,0
31,42,31,15,49,8,17,19,6,3,8,31,9,19.83333333,0,0,1,0,1,0,1,0
31,12,37,7,20,4,36,6,48,22,12,46,15,22.08333333,0,1,0,0,1,0,0,1
31,32,4,29,34,26,3,9,30,33,38,37,44,26.58333333,1,0,1,0,1,0,1,0
31,29,39,24,22,49,40,39,17,42,33,1,17,29.33333333,1,1,0,1,0,0,0,1
31,44,48,35,50,4,11,6,7,50,25,18,12,25.83333333,1,0,1,0,1,0,1,0
31,32,31,5,47,20,4,12,43,40,46,16,31,27.25,1,0,1,0,1,0,1,0
31,40,16,23,17,16,17,38,12,21,41,42,20,25.25,0,0,1,0,1,0,1,0
31,11,13,46,30,43,16,15,24,49,47,25,35,29.5,1,0,1,0,1,0,1,0
31,21,37,32,3,38,49,8,15,10,15,21,26,22.91666667,0,1,0,0,1,0,0,1
31,37,16,28,29,44,46,17,12,31,33,1,16,25.83333333,1,0,1,0,1,1,0,1
31,14,35,23,22,7,5,34,39,20,18,50,35,25.16666667,0,0,1,0,1,0,1,0
31,22,15,48,19,49,5,1,39,45,11,3,11,22.33333333,0,0,1,0,1,0,1,0
31,3,16,17,26,42,48,16,48,26,10,49,41,28.5,1,1,0,1,0,0,0,1
31,50,41,25,13,7,35,38,18,29,46,46,9,29.75,1,1,0,1,0,0,0,1
31,21,4,30,42,49,17,44,42,1,37,14,2,25.25,0,0,1,0,1,0,1,0
31,9,20,36,2,43,34,32,45,48,43,20,42,31.16666667,1,1,0,1,0,0,0,1
31,16,34,33,25,47,23,39,39,29,6,12,12,26.25,1,0,1,1,0,0,1,0
31,24,35,30,49,13,11,17,1,40,23,23,31,24.75,0,0,1,0,1,0,1,0
31,5,8,38,14,7,11,27,40,18,12,14,35,19.08333333,0,0,1,0,1,0,1,0
31,12,47,14,20,32,31,5,24,32,23,36,21,24.75,0,1,0,0,1,0,0,1
31,14,18,19,37,15,32,25,10,37,10,44,38,24.91666667,0,1,0,0,1,0,0,1
31,40,20,12,4,17,42,36,9,42,38,32,26,26.5,1,1,0,1,0,0,0,1
31,11,7,19,47,24,27,5,48,18,7,15,40,22.33333333,0,1,0,0,1,0,0,1
31,26,29,39,36,2,22,2,19,27,6,23,31,21.83333333,0,0,1,0,1,0,1,0
31,7,36,12,40,24,6,5,27,5,49,19,30,21.66666667,0,0,1,0,1,0,1,0
31,35,25,31,33,23,1,49,32,7,32,30,35,27.75,1,0,1,0,1,0,1,0
31,30,14,19,48,13,2,43,36,41,36,30,25,28.08333333,1,0,1,0,1,0,1,0
31,24,49,12,4,42,28,48,21,25,4,30,12,24.91666667,0,1,0,1,0,0,0,1
31,38,29,27,10,31,21,22,44,20,42,46,17,28.91666667,1,0,1,0,1,0,1,0
31,35,41,19,19,12,16,34,11,41,4,7,24,21.91666667,0,0,1,0,1,0,1,0
31,35,12,2,5,34,28,23,48,28,2,17,48,23.5,0,1,0,0,1,0,0,1
31,5,48,7,34,26,28,45,45,48,50,35,22,32.75,1,1,0,1,0,0,0,1
31,38,8,13,23,30,20,44,11,3,22,50,40,25.16666667,0,0,1,0,1,0,1,0
31,37,27,11,42,14,2,18,4,17,49,8,49,23.16666667,0,0,1,0,1,0,1,0
31,44,48,28,6,33,27,6,8,20,10,9,29,22.33333333,0,1,0,0,1,0,0,1
31,34,48,50,10,29,7,17,32,34,26,14,23,27,1,0,1,0,1,0,1,0
31,23,31,12,21,31,31,20,27,33,43,15,22,25.75,1,1,0,0,1,0,0,1
31,46,31,45,20,18,7,26,1,19,39,4,48,25.33333333,0,0,1,0,1,0,1,0
31,21,33,6,44,48,23,25,21,26,13,5,36,25.08333333,0,0,1,0,1,0,1,0
31,27,16,21,2,38,40,34,50,11,28,28,20,26.25,1,1,0,1,0,0,0,1
31,14,39,1,40,25,19,36,4,9,37,41,42,25.58333333,1,0,1,0,1,0,1,0
31,22,4,23,36,41,46,11,47,27,3,50,1,25.91666667,1,1,0,0,1,0,0,1
31,28,47,24,15,27,24,21,36,33,35,6,40,28,1,0,1,0,1,0,1,0
31,24,31,8,4,4,39,12,41,22,48,10,40,23.58333333,0,1,0,0,1,0,0,1
31,50,26,39,2,22,50,25,12,31,11,43,37,29,1,1,0,1,0,0,0,1
31,7,43,32,23,43,37,42,10,40,27,22,26,29.33333333,1,1,0,1,0,0,0,1
31,46,8,24,44,41,42,4,41,45,6,34,14,29.08333333,1,1,0,0,1,0,0,1
31,17,6,50,35,30,23,44,18,19,37,11,36,27.16666667,1,0,1,1,0,0,1,0
31,35,14,43,37,49,30,47,41,23,47,28,24,34.83333333,1,0,1,1,0,1,0,1
31,50,26,9,27,10,30,9,16,36,38,40,4,24.58333333,0,1,0,0,1,1,1,0
31,48,25,17,14,14,10,40,13,34,40,18,41,26.16666667,1,0,1,0,1,0,1,0
31,47,46,39,23,8,7,14,49,22,13,40,38,28.83333333,1,0,1,0,1,0,1,0
31,21,24,49,36,13,34,14,7,26,16,7,34,23.41666667,0,1,0,0,1,1,1,0
31,12,43,11,11,49,17,7,27,36,2,25,17,21.41666667,0,0,1,0,1,0,1,0
31,41,16,3,15,50,27,29,32,14,7,28,37,24.91666667,0,0,1,0,1,0,1,0
31,6,28,5,47,43,26,21,44,27,18,3,36,25.33333333,0,1,0,0,1,0,0,1
31,48,18,21,27,11,15,15,2,3,14,38,47,21.58333333,0,0,1,0,1,0,1,0
31,35,4,42,1,5,19,21,15,32,38,13,5,19.16666667,0,0,1,0,1,0,1,0
31,12,17,39,33,10,20,13,9,5,26,26,27,19.75,0,0,1,0,1,0,1,0
31,7,1,16,13,17,43,20,7,50,37,14,18,20.25,0,1,0,0,1,0,0,1
31,19,35,10,5,3,45,13,30,11,5,20,40,19.66666667,0,1,0,0,1,0,0,1
31,35,43,39,30,29,13,25,11,14,21,30,7,24.75,0,0,1,0,1,0,1,0
31,44,50,35,38,34,8,31,44,1,14,37,33,30.75,1,0,1,0,1,0,1,0
31,6,10,32,29,6,15,8,25,10,33,45,39,21.5,0,0,1,0,1,0,1,0
31,30,16,38,28,9,37,17,2,45,7,19,22,22.5,0,1,0,0,1,0,0,1
31,31,43,6,8,7,27,24,8,28,12,42,39,22.91666667,0,0,1,0,1,0,1,0
31,29,36,3,32,2,46,50,12,6,40,48,40,28.66666667,1,1,0,1,0,0,0,1
31,46,43,13,37,44,40,24,11,33,39,37,16,31.91666667,1,1,0,1,0,0,0,1
31,37,30,5,49,17,10,41,12,40,28,42,10,26.75,1,0,1,0,1,0,1,0
31,7,3,16,1,47,40,45,44,1,26,33,39,25.16666667,0,1,0,1,0,0,0,1
31,30,28,21,41,7,26,39,22,13,12,39,46,27,1,0,1,1,0,1,0,1
31,11,48,49,34,12,40,14,32,32,1,25,18,26.33333333,1,1,0,1,0,0,0,1
31,12,10,6,5,49,33,33,9,36,2,10,5,17.5,0,1,0,0,1,0,0,1
31,11,35,28,34,35,34,13,39,30,10,9,31,25.75,1,1,0,0,1,0,0,1
31,45,33,10,6,40,17,5,24,18,47,40,29,26.16666667,1,0,1,0,1,0,1,0
31,18,43,45,31,40,10,6,26,26,45,39,5,27.83333333,1,0,1,0,1,0,1,0
31,1,36,11,1,10,18,15,33,30,17,4,27,16.91666667,0,0,1,0,1,0,1,0
31,14,39,13,2,43,2,36,32,33,18,46,12,24.16666667,0,0,1,0,1,0,1,0
31,25,24,17,49,27,2,39,43,31,31,46,7,28.41666667,1,0,1,0,1,0,1,0
31,26,27,34,2,24,49,12,8,20,20,5,44,22.58333333,0,0,1,0,1,0,1,0
31,6,48,7,3,11,8,15,3,44,28,1,20,16.16666667,0,0,1,0,1,0,1,0
31,23,24,18,2,21,14,44,25,30,9,8,22,20,0,0,1,0,1,0,1,0
31,22,31,14,45,40,16,39,23,50,25,6,40,29.25,1,0,1,0,1,0,1,0
31,21,35,13,23,42,14,34,49,6,44,32,29,28.5,1,0,1,0,1,0,1,0
31,50,15,40,50,41,33,36,18,21,34,47,24,34.08333333,1,1,0,1,0,0,0,1
31,15,38,48,5,4,4,5,31,9,27,9,12,17.25,0,0,1,0,1,0,1,0
31,28,13,49,17,32,46,28,1,2,30,50,37,27.75,1,1,0,1,0,0,0,1
31,47,10,9,10,36,14,29,39,31,15,32,14,23.83333333,0,0,1,0,1,0,1,0
31,31,46,36,7,38,44,49,31,20,25,29,44,33.33333333,1,1,0,1,0,0,0,1
31,19,31,15,26,17,33,45,19,39,41,31,35,29.25,1,1,0,1,0,0,0,1
31,12,37,23,3,13,12,30,45,41,40,37,40,27.75,1,0,1,0,1,0,1,0
31,11,31,39,47,34,9,15,42,9,13,19,25,24.5,0,0,1,0,1,0,1,0
31,29,47,28,15,10,5,40,4,24,48,1,50,25.08333333,0,0,1,0,1,0,1,0
31,21,23,30,10,44,25,12,29,38,39,12,5,24,0,1,0,0,1,0,0,1
31,39,41,45,46,2,18,18,42,15,49,41,46,33.5,1,0,1,0,1,0,1,0
31,33,21,14,38,16,17,10,35,22,4,42,37,24.08333333,0,0,1,0,1,0,1,0
31,18,30,37,13,35,34,41,16,29,47,9,14,26.91666667,1,1,0,1,0,0,0,1
31,29,21,19,37,14,39,15,42,35,50,41,32,31.16666667,1,0,1,1,0,1,0,1
31,27,2,39,47,9,23,3,30,26,47,21,39,26.08333333,1,0,1,0,1,0,1,0
31,29,5,4,45,5,27,46,26,33,11,18,33,23.5,0,1,0,1,0,0,0,1
31,34,2,11,42,15,22,27,14,48,19,12,7,21.08333333,0,0,1,0,1,0,1,0
31,42,35,36,37,27,47,26,9,8,2,35,6,25.83333333,1,1,0,1,0,0,0,1
31,32,5,30,33,31,35,37,5,3,18,41,21,24.25,0,1,0,1,0,0,0,1
31,46,3,44,17,25,23,6,6,3,1,16,29,18.25,0,0,1,0,1,0,1,0
31,34,46,4,23,7,34,12,33,49,42,34,7,27.08333333,1,1,0,1,0,0,0,1
